key,query,source,score
Sport_and_Leisure.docx@AllSports.docx,"with the development and growth of internet, especially of mobile internet, sports industry has been massively migrating from traditional channels to mobile internet and expanded continuously through the mobile internet.","with the development and growth of internet, especially of mobile internet, sports industry has been massively migrating from traditional channels to mobile internet and expanded continuously through the mobile internet.",0.999999523
Sport_and_Leisure.docx@AllSports.docx,"the value of sporting ip assets is largely determined by fans and consumers, but there is a chasm between assets and fans which is that there is no link between the actions of fans and the value of the sporting ip asset.","the value of sporting ip assets is largely determined by fans and consumers, but there is a chasm between assets and fans which is that there is no link between the actions of fans and the value of the sporting ip asset.",0.999999464
Sport_and_Leisure.docx@AllSports.docx,"reading, evaluating, sharing, and reporting spams on various content / topics) will be tagged.","reading, evaluating, sharing, and reporting spams on various content / topics) will be tagged.",0.999999404
Sport_and_Leisure.docx@AllSports.docx,"encryption protection: wallet address (representing participants), digital tokens and other blockchain data are the encryption features that can effectively protect the information security of all participants, enhancing the reputation of the platform and improving the service level of the platform.","encryption protection: wallet address (representing participants), digital tokens and other blockchain data are the encryption features that can effectively protect the information security of all participants, enhancing the reputation of the platform and improving the service level of the platform.",0.999999404
Sport_and_Leisure.docx@AllSports.docx,the information herein below may not be exhaustive and does not imply any elements of a contractual relationship.,the information herein below may not be exhaustive and does not imply any elements of a contractual relationship.,0.999999344
Sport_and_Leisure.docx@AllSports.docx,"a variety of community services, such as emojis, live score push notifications).","a variety of community services, such as emojis, live score push notifications).",0.999999344
Sport_and_Leisure.docx@AllSports.docx,for dealers there is room for fraud and misconduct.,for dealers there is room for fraud and misconduct.,0.999999225
Sport_and_Leisure.docx@AllSports.docx,"there is no assurance as to the accuracy or completeness of such information and no representation, warranty or undertaking is or purported to be provided as to the accuracy or completeness of such information.","there is no assurance as to the accuracy or completeness of such information and no representation, warranty or undertaking is or purported to be provided as to the accuracy or completeness of such information.",0.999999166
Sport_and_Leisure.docx@AllSports.docx,"sports ip builds a primary market by its own owners or brokers, but sports ip lacks enough resources to build a secondary market.","sports ip builds a primary market by its own owners or brokers, but sports ip lacks sufficient resources to build a secondary market.",0.998435259
Sport_and_Leisure.docx@AllSports.docx,"the market size is very huge, and it covers a wide range of areas.",the market size is very huge and it covers a wide range of areas.,0.997549891
Sport_and_Leisure.docx@AllSports.docx,"sports ip asset trading platform
sports ip asset trading platform connects the sports ip asset owners, supporters, fans, content providers to fulfil the integration of industry resources, the delivering of values and the promotion of the sports industry development as well as evolution.","sports ip asset trading platform

sports ip asset trading platform connects the sports ip asset owners, supporters, fans, content providers to fulfil the integration of industry resources, the delivering of values and the promotion of the sports industry development as well as evolution.",0.997404933
Sport_and_Leisure.docx@AllSports.docx,"sports information & community
the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.","sports information & community

the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.",0.997273922
Sport_and_Leisure.docx@AllSports.docx,"due to the poor structure of incentive mechanism and the fragile relationship between sports communities and their large number of users, it is difficult to integrate two into one single subject, which makes it even more difficult to realize during the business process of intervention into users.","due to the poor structure of incentive mechanism and the fragile relationship between sports communities and their large number of users, it is difficult to integrate two into one single subject, which makes it even more difficult to realise during the business process of intervention into users.",0.997072577
Sport_and_Leisure.docx@AllSports.docx,"athletes, clubs, teams, events, brokerage firms, venues, equipment's, training institutions and media form the perfect and evolving ecosystem chain of sports industry.","athletes, clubs, teams, events, brokerage firms, venues, equipments, training institutions and media form the perfect and evolving ecosystem chain of sports industry.",0.996971488
Sport_and_Leisure.docx@AllSports.docx,"users’ trust in claim payments depends only on the trustworthiness of the banker and the platform, especially when there is a risk at the complex and long-term payment and delivery.","users’ trust in claim payments depends only on the trustworthiness of the banker and the platform, especially when there is a risk at the complex and long-­‐term payment and delivery.",0.996843576
Sport_and_Leisure.docx@AllSports.docx,"the foundation (or its affiliates) may cease operations in a jurisdiction if regulatory actions, or changes to law or regulation, make it illegal to operate in such jurisdiction, or commercially undesirable to obtain the necessary regulatory approval(s) to operate in such jurisdiction.","the foundation (or its affiliates) may cease operations in a jurisdiction in the event that regulatory actions, or changes to law or regulation, make it illegal to operate in such jurisdiction, or commercially undesirable to obtain the necessary regulatory approval(s) to operate in such jurisdiction.",0.996688008
Sport_and_Leisure.docx@AllSports.docx,"network distribution: for worldwide intermediaries, it provides a smart distribution system, including user overview, offline management, commission settings, financial sub-accounts and other functions.","network distribution: for worldwide intermediaries, it provides a smart distribution system, including user overview, offline management, commission settings, financial sub-­‐accounts and other functions.",0.996315777
Sport_and_Leisure.docx@AllSports.docx,"by submitting a smart contract, it specifies basic open-economy rules for the entire platform, addressing the trading and incentive issues in various communities and consumer scenarios on the platform, and ensuring that the ecosystem of the entire platform is open and transparent.","by submitting a smart contract, it specifies basic open-­‐economy rules for the entire platform, addressing the trading and incentive issues in various communities and consumer scenarios on the platform, and ensuring that the ecosystem of the entire platform is open and transparent.",0.996312141
Sport_and_Leisure.docx@AllSports.docx,"however, there are still many problems in modes and systems of sports information and community on the mobile internet, which are specifically as follows:
the authentication mechanism of content value lags behind and now the content of media is generated by a centralized platform-generated content model.","however, there are still many problems in modes and systems of sports information and community on the mobile internet, which are specifically as follows:

the authentication mechanism of content value lags behind and now the content of media is generated by a centralised platform-­‐generated content model.",0.994399071
Sport_and_Leisure.docx@AllSports.docx,"games & applications
now most sports games and applications are on mobile terminals, but the current mobile ecosystem is a typical closed ecosystem, which brings some problems to sports games and applications:
pricing and value of users’ acquisition process are not transparent, the mainstream of cpt, cpa access to acquire users need to be paid in advance for exposure and start-up, of whom it takes a certain period to clear the actual value of users, however.","games & applications

now most sports games and applications are on mobile terminals, but the current mobile ecosystem is a typical closed ecosystem, which brings some problems to sports games and applications:

pricing and value of users’ acquisition process are not transparent, the mainstream of cpt, cpa access to acquire users need to be paid in advance for

exposure and start-­‐up, of whom it takes a certain period of time to clear the actual value of users, however.",0.993818998
Sport_and_Leisure.docx@AllSports.docx,"it has also reached consensus with the world's largest mobile football media and community, the world's top sports betting suppliers and service providers, and the world's top sports stars on blockchain cooperation, allowing it to build sport and leisure public blockchain with strong industry support.","it has also reached consensus with the world's largest mobile football media and community, the world's top sports betting suppliers and service providers, and the world's top sports stars on blockchain cooperation, allowing it to build all sports public blockchain with strong industry support.",0.993725002
Sport_and_Leisure.docx@AllSports.docx,"every single ip (individual or organization) in this industrial chain has its commercial value, which does not exist independently, but is determined by demand in the industrial chain.","every single ip (individual or organisation) in this industrial chain has its commercial value, which does not exist independently, but is determined by demand in the industrial chain.",0.993703067
Sport_and_Leisure.docx@AllSports.docx,"neymar’s transfer to paris saint-germain for an astronomical 220 million euros, floyd mayweather and connor mcgregor’s cross-border game made more than 600 million us dollars, and dota2 ti7 grabbed over 10 million us dollars for the champion.","neymar’s transfer to paris saint-­‐germain for an astronomical 220 million euros, floyd mayweather and connor mcgregor’s cross-­‐border game made more than 600 million us dollars, and dota2 ti7 grabbed over 10 million us dollars for the champion.",0.993664861
Sport_and_Leisure.docx@AllSports.docx,it is difficult for commercial communities to commercialize the value which they have created.,it is difficult for commercial communities to commercialise the value which they have created.,0.992881238
Sport_and_Leisure.docx@AllSports.docx,"these include basic information about community and contextual user profiles, contents published by platform-generated content and user-generated content, live streaming, ip asset trading, prediction entertainment, gaming and the needs of third-party application.","these include basic information about community and contextual user profiles, contents published by platform-­‐generated content and user-­‐generated content, live streaming, ip asset trading, prediction entertainment, gaming and the needs of third party application.",0.991893768
Sport_and_Leisure.docx@AllSports.docx,"the concrete manifestation is as follows:
the lack of a centralized platform for sports ip assets to display their information and the low level of transparency of information lead to the decrease of the value of many assets, which increases the cost and the threshold for investors and content providers (i.e.","the concrete manifestation is as follows:

the lack of a centralised platform for sports ip assets to display their information and the low level of transparency of information lead to the decrease of the value of many assets, which increases the cost and the threshold for investors and content providers (i.e.",0.990378141
Sport_and_Leisure.docx@AllSports.docx,"with the development of time and the change of odds, bettors can choose to cash in advance, but the existing centralized mechanism can only rely on dealers limited repurchase.","with the development of time and the change of odds, bettors can choose to cash in advance, but the existing centralised mechanism can only rely on dealers’ limited repurchase.",0.989989102
Sport_and_Leisure.docx@AllSports.docx,"however, there is a big difficulty in acquiring ips, which is a consequence of the opacity in ip asset transactions.","however, in reality there is a big difficulty in acquiring ips, which is a consequence of the opacity in ip asset transactions.",0.988277614
Sport_and_Leisure.docx@AllSports.docx,platform-generated content: flexible dynamic registration and fragmented production are reflected.,platform-­‐generated content: flexible dynamic registration and fragmented production are reflected.,0.98795563
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.987158239
Sport_and_Leisure.docx@AllSports.docx,"the global betting market total value and share are as follows:

pain point of market
sport and leisure industry market is very huge, online sports information & community is now the largest application scenarios for users while sports ip and betting are the best ways for realization and income in sports industry.","the global betting market total value and share are as follows:





pain point of market

sports industry market is very huge, online sports information & community is now the largest application scenarios for users while sports ip and betting are the best ways for realisation and income in sports industry.",0.986678958
Sport_and_Leisure.docx@AllSports.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, globalized sport and leisure blockchain platform which is deeply rooted in the sports industry ecosystem, enabling freeflow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",0.986182809
Sport_and_Leisure.docx@AllSports.docx,such risks may further materialize as unanticipated variations or combinations of the risks.,such risks may further materialise as unanticipated variations or combinations of the aforementioned risks.,0.986066818
Sport_and_Leisure.docx@AllSports.docx,"it consists of an ip asset display platform, an ip asset distribution platform (primary market), ip asset transactions (secondary market), and an ip authorized transaction center.","it consists of an ip asset display platform, an ip asset distribution platform (primary market), ip asset transactions (secondary market), and an ip authorised transaction centre.",0.984649599
Sport_and_Leisure.docx@AllSports.docx,"in the prediction entertainment platform, third-party entertainment service providers may grant access to their products and enrich the types of games to make the ecosystem more vibrant and full-filled.","in the prediction entertainment platform, third-­‐party entertainment service providers may grant access to their products and enrich the types of games to make the ecosystem more vibrant and ful-­‐filled.",0.984460831
Sport_and_Leisure.docx@AllSports.docx,"no more traditional geographical restrictions: users can either play through any client ends on sport and leisure public prediction entertainment platform (collectively referred to as otc) anytime, anywhere, or play through the blockchain wallet using token to self-organize consumer-to-consumer's otc game.","no more traditional geographical restrictions: users can either play through any client ends on all sports public prediction entertainment platform (collectively referred to as otc) anytime, anywhere, or play through the blockchain wallet using token to self-­‐organise consumer-­‐to-­‐consumer's otc game.",0.983017802
Sport_and_Leisure.docx@AllSports.docx,developers and ecosystem partners would be able to develop and access their own applications and resources in sport and leisure public blockchain and realize customer acquisition quickly through information and community open platforms.,"developers and ecosystem partners would be able to develop and access their own applications and resources in all sports public blockchain, and realise customer acquisition quickly through information and community open platforms.",0.982272089
Sport_and_Leisure.docx@AllSports.docx,"moreover, the demand side of asset operations also need to spend a large amount of money to reach fans and consumers through numerous means after obtaining the authorization to use assets.","moreover, the demand side of asset operations also need to spend a large amount of money to reach fans and consumers through numerous means after obtaining the authorisation to use assets.",0.981305897
Sport_and_Leisure.docx@AllSports.docx,"ip licensing includes portrait rights, advertising photography, offline activities, authorized derivatives, snl media and so forth.","ip licensing includes portrait rights, advertising photography, offline activities, authorised derivatives, social media and so forth.",0.980927348
Sport_and_Leisure.docx@AllSports.docx,"as games can issue in-game
currency freely, many games are inflating the in-game currency supply to deprive users of value, rather than creating value for users to get rewarded through quality and rich gameplays.","as games can issue in-­‐game currency freely, a large number of games are inflating the in-­‐game currency supply to deprive users of value, rather than creating value for users to get rewarded through quality and rich gameplays.",0.979539037
Sport_and_Leisure.docx@AllSports.docx,"under the existing centralized system, the ip business value strongly depends on the pointto-point information transfer separated by the broker or the marketing team and the cp, and mastery of asymmetric information becomes a key factor in price negotiations.","under the existing centralised system, the ip business value strongly depends on the point-­‐to-­‐point information transfer separated by the broker or the marketing team and the cp, and mastery of asymmetric information becomes a key factor in price negotiations.",0.979413569
Sport_and_Leisure.docx@AllSports.docx,"the operation and commercial realization of sports ip assets often have a large number of cross-border transactions, and the settlement is complicated.","the operation and commercial realisation of sports ip assets often have a large number of cross-­‐border transactions, and the settlement is complicated.",0.9791556
Sport_and_Leisure.docx@AllSports.docx,traditional ip licensing negotiations relies on peer-to-peer communications between advertising agencies and ip brokers.,traditional ip licensing negotiations relies on peer-­‐to-­‐peer communications between advertising agencies and ip brokers.,0.978814244
Sport_and_Leisure.docx@AllSports.docx,cps who have gained ip authorization can purchase ip tokens through the secondary market and also be able to purchase the licenses.,cps who have gained ip authorisation can purchase ip tokens through the secondary market and also be able to purchase the licenses.,0.978771806
Sport_and_Leisure.docx@AllSports.docx,"all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the sport and leisure team may constitute forward-looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).","all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the all sports team may constitute forward-­‐looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).",0.977812171
Sport_and_Leisure.docx@AllSports.docx,"where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the sport and leisure team have not independently verified the accuracy or completion of such information.","where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the all sports team have not independently verified the accuracy or completion of such information.",0.976216972
Sport_and_Leisure.docx@AllSports.docx,"betting
presently, there exists centralized betting service providers consisting of large-scale betting establishments that hold licenses in countries which are friendly to betting activities, and many underground betting companies.","betting

presently, there exists centralised betting service providers consisting of large-­‐scale betting establishments that hold licenses in countries which are friendly to betting activities, and many underground betting companies.",0.974335432
Sport_and_Leisure.docx@AllSports.docx,"therefore, the utilization efficiency of commercial value of assets needs to be improved urgently.","therefore, the utilisation efficiency of commercial value of assets needs to be improved urgently.",0.974126816
Sport_and_Leisure.docx@AllSports.docx,"according to data from british betting companies, the global betting market is estimated to reach as high as 536 billion dollars in 2018.
with the addition of various underground betting markets, it is estimated that the market size has reached over one trillion dollars.","according to data from british betting companies, the global betting market is estimated to reach as high as 536 billion dollars in 2017.

with the addition of various underground betting markets, it is estimated that the market size has reached over one trillion dollars.",0.97305429
Sport_and_Leisure.docx@AllSports.docx,"asset trading of sports ips
although the commercial value of sports ip assets has been recognized by the snl, there are still many problems in the overall development.","asset trading of sports ips

although the commercial value of sports ip assets has been recognised by the society, there are still many problems in the overall development.",0.970374823
Sport_and_Leisure.docx@AllSports.docx,"in addition to building the underlying sdk based on the sport and leisure public blockchain, it also provides customized user-end application, including but not limited to pc end, h5 webpage, app (ios & android), mini programmed, etc.","in addition to building the underlying sdk based on the all sports public blockchain, it also provides customised user-­‐end application, including but not limited to pc end, h5 webpage, app(ios & android), miniprogramme,etc.",0.970323622
Sport_and_Leisure.docx@AllSports.docx,"set the reserve price settled by ip tokens and the total amount of time; execute that to their authorized materials with a time share, so that cp can redeem them after purchase.","-­‐ set the reserve price settled by ip tokens and also the total amount of time; execute that to their authorised materials with a time share, so that cp can redeem them after purchase.",0.969324052
Sport_and_Leisure.docx@AllSports.docx,"advantages of blockchain technology
open, transparent and without tampering: blockchain technology can guarantee prediction participants (wallet address), prediction rules, betting, results and other information will be set out in an open, transparent and tamper-proof manner.","advantages of blockchain technology

open, transparent and without tampering: blockchain technology can guarantee prediction participants (wallet address), prediction rules, betting, results and otherinformationwillbesetoutinanopen,transparentandtamper-­‐proof manner.",0.968913853
Sport_and_Leisure.docx@AllSports.docx,"it is envisaged that sport and leisure public blockchain would completely erase obsolete bad habits such as cheating, fraud, etc., as well as allegations faced by innocent online prediction platforms and the dealers.","it is envisaged that all sports public blockchain would completely erase obsolete bad habits such as cheating, fraud, etc., as well as allegations faced by innocent online prediction platforms and the dealers.",0.967933893
Sport_and_Leisure.docx@AllSports.docx,attract fans and supporters onto the platform with ip’s own influence to encourage more asset trading activities.,-­‐ attract fans and supporters onto the platform with ip’s own influence to encourage more asset trading activities.,0.966256499
Sport_and_Leisure.docx@AllSports.docx,"tags will classify the behavior of users in an open and transparent manner, and users will obtain snl as incentives for positive behavior.","tags will classify the behavior of users in an open and transparent manner, and users will obtain soc as incentives for positive behaviour.",0.965512514
Sport_and_Leisure.docx@AllSports.docx,"start-up members will work as a team to first develop applications such as information (contents) and community applications, ip asset trading, business applications such as prediction entertainment, live broadcast applications and wallet draft for open community review and subject to change.","start-­‐up members will work as a team to first develop applications such as information (contents) and community applications, ip asset trading, business applications such as prediction entertainment, live broadcast applications and wallet

applications, etc.",0.96477747
